_id,Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
6975,6975,163656,2015-10-16T09:29:45,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,27700,RON,Offline,NU,NU,44423400-5,Panouri de semnalizare si articole conexe (Rev.2)
6976,6976,163658,2015-10-16T11:22:51,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,49000,RON,Offline,NU,NU,50532000-3,Servicii de reparare si de intretinere a masinilor si aparatelor electrice si a echipamentului conex (Rev.2)
6977,6977,163659,2015-10-16T11:31:22,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,8804,RON,Offline,NU,NU,09211400-5,Uleiuri pentru angrenaje (Rev.2)
6978,6978,163661,2015-10-16T11:33:52,"Centrul Medical De Diagnostic Si Tratament Ambulatoriu ""Dr. Nicolae Kretzulescu""",4267079.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,77419.33999999999650754034519195556640625,RON,Offline,NU,NU,33190000-8,Diverse aparate si produse medicale (Rev.2)
6979,6979,163662,2015-10-16T11:34:15,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,4206845.0,Dambovita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,213834,RON,Offline,NU,NU,33652100-6,Antineoplazice (Rev.2)
6980,6980,163664,2015-10-16T11:35:36,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,115000,RON,Online,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
6981,6981,163666,2015-10-16T11:36:46,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,278460,RON,Online,NU,NU,18222000-1,Haine de serviciu (Rev.2)
6982,6982,163670,2015-10-16T11:42:11,METROREX S.A.,RO 13863739,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1782525.9799999999813735485076904296875,RON,Offline,NU,NU,43830000-0,Scule cu motor (Rev.2)
6983,6983,163675,2015-10-16T13:38:06,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,4364675.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,403225.7999999999883584678173065185546875,RON,Online,NU,NU,33111000-1,Aparate de radiologie (Rev.2)
6984,6984,163678,2015-10-16T13:40:01,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,91741,RON,Offline,NU,NU,42512400-2,Dispozitive de climatizare pentru vehicule (Rev.2)
6985,6985,163679,2015-10-16T14:22:31,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,79862.66000000000349245965480804443359375,RON,Offline,NU,NU,50512000-7,Servicii de reparare si de intretinere a vanelor (Rev.2)
6986,6986,163674,2015-10-17T01:30:01,"Societatea Comerciala Filiala de Distributie  a Energiei Electrice ""Electrica Distributie Transilvania Sud"" S.A.",RO14493260,Brasov,Servicii,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,2596667,RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
6987,6987,163646,2015-10-17T01:30:01,Spitalul Municipal de Urgenta Roman,2613940.0,Neamt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,887090,RON,Offline,DA,NU,33111000-1,Aparate de radiologie (Rev.2)
6988,6988,163673,2015-10-17T01:30:01,Agentia de Administrare a Retelei Nationale  de Informatica pentru Educatie si Cercetare,24930183.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4136587,RON,Offline,DA,NU,31121100-1,Grupuri electrogene cu motor cu aprindere prin compresie (Rev.2)
6989,6989,163652,2015-10-17T01:30:01,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""GR.T.POPA"" IASI",4701100.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3776277.120000000111758708953857421875,RON,Online,DA,DA,33195200-5,Statie centrala de monitorizare (Rev.2)
6990,6990,163660,2015-10-17T01:30:01,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209.0,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3349132.200000000186264514923095703125,RON,Offline,DA,NU,33183300-9,Aparate de osteosinteza (Rev.2)
6991,6991,163672,2015-10-17T01:30:01,MUNICIPIUL CONSTANTA,4785631.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,804400,RON,Offline,DA,NU,03452000-3,Arbori (Rev.2)
6992,6992,163667,2015-10-17T01:30:01,OMV PETROM S.A,RO 1590082,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,31045300,EUR,Offline,DA,NU,38420000-5,"Instrumente de masurare a debitului, a nivelului si a presiunii lichidelor si gazelor (Rev.2)"
6993,6993,163668,2015-10-17T01:30:01,SPITALUL CLINIC DE URGENTA CHIRURGIE PLASTICA REPARATORIE SI ARSURI BUCURESTI,4967072.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1540322.46999999997206032276153564453125,RON,Online,DA,NU,33192100-3,Paturi medicale (Rev.2)
6994,6994,163665,2015-10-17T01:30:01,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,3800186.1000000000931322574615478515625,RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
6995,6995,163663,2015-10-17T01:30:01,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,25795892.8000000007450580596923828125,RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
6996,6996,163677,2015-10-17T01:30:01,SPITALUL JUDETEAN DE URGENTA ALEXANDRIA,4253650.0,Teleorman,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4181760,RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
6997,6997,163680,2015-10-17T01:30:01,SPITALUL CLINIC JUDETEAN DE URGENTA SIBIU,4240898.0,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,17208873.1600000001490116119384765625,RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
6998,6998,163681,2015-10-17T01:30:01,SPITAL CLINIC JUDETEAN DE URGENTA ORADEA,4208498.0,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,869000,RON,Offline,DA,NU,33172100-7,Aparate de anestezie (Rev.2)
6999,6999,163676,2015-10-17T01:30:01,"Spitalul de Boli Infectioase si Tropicale ""Dr. Victor Babes""",4266049.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1440000,RON,Online,DA,NU,90524400-0,"Servicii de colectare, de transport si de eliminare a deseurilor spitalicesti (Rev.2)"
7000,7000,163657,2015-10-17T01:30:01,"Institutul de Pneumoftiziologie ""Marius Nasta""",4316180.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,508064.4799999999813735485076904296875,RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7001,7001,163653,2015-10-17T01:30:01,ADMINISTRATIA DOMENIULUI PUBLIC SI DEZVOLTARE URBANA SECTOR 6,4364349.0,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,213134392,RON,Offline,DA,NU,71421000-5,Servicii de amenajare peisagistica (Rev.2)
7002,7002,163671,2015-10-17T01:30:01,SC AMENAJARE EDILITARA SI SALUBRIZARE S.A.,27515874.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1214161.290000000037252902984619140625,RON,Offline,DA,NU,34134200-7,Camioane basculante (Rev.2)
7003,7003,163669,2015-10-17T01:30:01,COMUNA CUMPANA  JUDETUL  CONSTANTA,4618170.0,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1745463.30000000004656612873077392578125,RON,Offline,DA,DA,39100000-3,Mobilier (Rev.2)
7004,7004,163651,2015-10-17T01:30:01,CONSILIUL JUDETEAN BRAILA,4205491.0,Braila,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,1879113.6000000000931322574615478515625,RON,Offline,DA,NU,79713000-5,Servicii de paza (Rev.2)
7005,7005,163689,2015-10-19T09:53:03,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR SALAJ,4291778.0,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,265721,RON,Online,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
7006,7006,163693,2015-10-19T11:17:49,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,61032,RON,Online,NU,NU,71900000-7,Servicii de laborator (Rev.2)
7007,7007,163698,2015-10-19T12:39:49,"Institutul National de Cercetare ""Cantacuzino""",RO15203810,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,540000,RON,Offline,NU,DA,48460000-0,"Pachete software analitice, stiintifice, matematice sau previzionale (Rev.2)"
7008,7008,163700,2015-10-19T12:40:43,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,170000,RON,Offline,NU,NU,31174000-6,Transformatoare de alimentare (Rev.2)
7009,7009,163701,2015-10-19T12:41:17,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,23974.72000000000116415321826934814453125,RON,Offline,NU,NU,50413200-5,Servicii de reparare si de intretinere a echipamentului de stingere a incendiilor (Rev.2)
7010,7010,163703,2015-10-19T12:42:26,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,198000,RON,Offline,NU,NU,45233260-9,Lucrari de constructii de cai de acces pentru pietoni (Rev.2)
7011,7011,163705,2015-10-19T13:48:38,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,80366,RON,Offline,NU,NU,39224100-9,Maturi (Rev.2)
7012,7012,163708,2015-10-19T13:50:56,Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO 14506181,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,1062677.0200000000186264514923095703125,RON,Offline,NU,NU,31224000-2,Conexiuni si elemente de contact (Rev.2)
7013,7013,163710,2015-10-19T15:07:15,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,245490,RON,Offline,NU,NU,85147000-1,Servicii de medicina muncii (Rev.2)
7014,7014,163711,2015-10-19T15:08:01,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1449000,RON,Offline,NU,NU,71354300-7,Servicii de cadastru (Rev.2)
7015,7015,163712,2015-10-19T15:08:49,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Furnizare,DA,Negociere,Pretul cel mai scazut,141000,RON,Offline,NU,NU,31681000-3,Accesorii electrice (Rev.2)
7016,7016,163713,2015-10-19T15:09:12,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,13650,RON,Offline,NU,NU,38330000-7,Instrumente manuale de masurare a lungimilor (Rev.2)
7017,7017,163714,2015-10-19T15:09:49,Universitatea din Bucuresti,4505502.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,38052.669999999998253770172595977783203125,RON,Offline,NU,NU,33696300-8,Reactivi chimici (Rev.2)
7018,7018,163715,2015-10-19T15:10:44,EXPLOATARE SISTEM ZONAL PRAHOVA SA,RO18856244,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,800000,RON,Online,NU,NU,42122130-0,Pompe de apa (Rev.2)
7019,7019,163716,2015-10-19T15:11:25,AGENTIA DE DEZVOLTARE REGIONALA NORD-VEST,RO11463302,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,55417.16000000000349245965480804443359375,RON,Online,NU,DA,30213100-6,Computere portabile (Rev.2)
7020,7020,163717,2015-10-19T16:15:35,"Spitalul Municipal "" DR. AUREL TULBURE"" Fagaras",4384389.0,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,116179.39999999999417923390865325927734375,RON,Online,NU,NU,33600000-6,Produse farmaceutice (Rev.2)
7021,7021,163720,2015-10-19T16:21:39,ELECTRICA FURNIZARE S.A.,RO 28909028,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,421344,RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
7022,7022,163721,2015-10-19T16:22:11,SPITALUL CLINIC DE BOLI INFECTIOASE SI PNEUMOFTIZIOLOGIE DR VICTOR BABES TIMISOARA,2487647.0,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,178500,RON,Offline,NU,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
7023,7023,163722,2015-10-19T16:22:48,ELECTRICA FURNIZARE S.A.,RO 28909028,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,123340.800000000002910383045673370361328125,RON,Offline,NU,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
7024,7024,163725,2015-10-19T16:27:37,HIDROELECTRICA SA,RO 13267213,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1800,RON,Offline,NU,NU,71354300-7,Servicii de cadastru (Rev.2)
7025,7025,163726,2015-10-19T16:28:05,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,504003.5,RON,Offline,NU,NU,14212300-3,Piatra de cariera si concasata (Rev.2)
7026,7026,163727,2015-10-19T16:29:42,APA CANAL 2000 S.A.,RO 13009001,Arges,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,1659900,RON,Online,NU,NU,66110000-4,Servicii bancare (Rev.2)
7027,7027,163699,2015-10-20T01:30:01,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,4288080.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1606850,RON,Online,DA,NU,33183100-7,Implanturi ortopedice (Rev.2)
7028,7028,163697,2015-10-20T01:30:01,"SPITALUL JUDETEAN DE URGENTA""DR. CONSTANTIN OPRIS"" BAIA MARE",3694594.0,Maramures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,613084.920000000041909515857696533203125,RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
7029,7029,163719,2015-10-20T01:30:01,SPITALUL JUDETEAN RESITA,1061626.0,Caras-Severin,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,18171434,RON,Online,DA,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
7030,7030,163682,2015-10-20T01:30:01,SPITALUL CLINIC DE BOLI INFECTIOASE CLUJ,4485715.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,709677.420000000041909515857696533203125,RON,Offline,DA,NU,38434500-1,Analizoare biochimice (Rev.2)
7031,7031,163694,2015-10-20T01:30:01,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Furnizare,DA,Negociere,Pretul cel mai scazut,721440,EUR,Offline,DA,NU,38900000-4,Diverse instrumente de evaluare si de testare (Rev.2)
7032,7032,163696,2015-10-20T01:30:01,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,520000,EUR,Online,DA,NU,30141200-1,Calculatoare de birou (Rev.2)
7033,7033,163709,2015-10-20T01:30:01,SPITALUL CLINIC COLTEA,4192960.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1897580.63999999989755451679229736328125,RON,Online,DA,NU,33111000-1,Aparate de radiologie (Rev.2)
7034,7034,163718,2015-10-20T01:30:01,ACADEMIA DE STIINTE,4967064.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,4600759.120000000111758708953857421875,RON,Offline,DA,DA,33111610-0,Unitate de rezonanta magnetica (Rev.2)
7035,7035,163690,2015-10-20T01:30:01,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,5798907,RON,Online,DA,NU,55110000-4,Servicii de cazare la hotel (Rev.2)
7036,7036,163702,2015-10-20T01:30:01,DIRECTIA GENERALA REGIONALA A FINANTELOR PUBLICE CLUJ-NAPOCA,4426336.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1534020,RON,Online,DA,NU,30125100-2,Cartuse de toner (Rev.2)
7037,7037,163683,2015-10-20T01:30:01,JUDETUL IASI,4540712.0,Iasi,Furnizare,NU,Negociere accelerata,Pretul cel mai scazut,716123.03000000002793967723846435546875,RON,Offline,DA,DA,33100000-1,Echipamente medicale (Rev.2)
7038,7038,163692,2015-10-20T01:30:01,SPITALUL JUDETEAN TG-JIU,4448067.0,Gorj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,665092,RON,Online,DA,NU,33100000-1,Echipamente medicale (Rev.2)
7039,7039,163707,2015-10-20T01:30:01,"Institutul Regional de Gastroenterologie-Hepatologie ""Prof. Dr. Octavian Fodor"" Cluj",4354523.0,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1339200,RON,Online,DA,NU,24111500-0,Gaze medicale (Rev.2)
7040,7040,163706,2015-10-20T01:30:01,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,982000,RON,Online,DA,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
7041,7041,163691,2015-10-20T01:30:01,U.A.T. JUDETUL HUNEDOARA,4374474.0,Hunedoara,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,26177889.32999999821186065673828125,RON,Offline,DA,NU,45233141-9,Lucrari de intretinere a drumurilor (Rev.2)
7042,7042,163695,2015-10-20T01:30:01,REGIA AUTONOMA AEROPORT CRAIOVA,RO 10300854,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,750000,RON,Offline,DA,NU,34144213-4,Vehicule de stingere a incendiilor (Rev.2)
7043,7043,163704,2015-10-20T01:30:01,Penitenciarul Bucuresti Rahova,RO 9941693,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,1043172.400000000023283064365386962890625,RON,Online,DA,NU,15811100-7,Paine (Rev.2)
7044,7044,163685,2015-10-20T01:30:01,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,5551224,RON,Online,DA,NU,33140000-3,Consumabile medicale (Rev.2)
7045,7045,163686,2015-10-20T01:30:01,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,91440199.2800000011920928955078125,RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
7046,7046,163684,2015-10-20T01:30:01,Spital Clinic Judetean de Urgenta Arad,3519879.0,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,62085582.0900000035762786865234375,RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
7047,7047,163723,2015-10-20T01:30:01,"Spitalul Judetan de Urgenta ""Mavromati"" Botosani",4557951.0,Botosani,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,6088983.08000000007450580596923828125,RON,Online,DA,NU,33652000-5,Antineoplazice si imunomodulatoare (Rev.2)
7048,7048,163688,2015-10-20T01:30:01,SPITALUL CLINIC JUDETEAN DE URGENTA SF.SPIRIDON IASI,4701312.0,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,2811764.1600000001490116119384765625,RON,Offline,DA,NU,33651520-9,Imunoglobuline (Rev.2)
7049,7049,163728,2015-10-20T08:41:21,Universitatea din Bucuresti,4505502.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,5114.329999999999927240423858165740966796875,RON,Offline,NU,NU,33696300-8,Reactivi chimici (Rev.2)
7050,7050,163729,2015-10-20T08:42:17,Municipiul Craiova,4417214.0,Dolj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,155980,RON,Offline,NU,NU,79824000-6,Servicii de tiparire si de distributie (Rev.2)
7051,7051,163730,2015-10-20T08:44:21,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,1563787.209999999962747097015380859375,RON,Offline,NU,NU,71313410-2,Evaluare a riscurilor sau a pericolelor pentru constructii (Rev.2)
7052,7052,163731,2015-10-20T08:45:09,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,900000,RON,Offline,NU,NU,31431000-6,Acumulatori cu placi de plumb si acid sulfuric (Rev.2)
7053,7053,163738,2015-10-20T10:22:19,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,97900,EUR,Online,NU,NU,16700000-2,Tractoare (Rev.2)
7054,7054,163740,2015-10-20T10:42:41,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,785424.619999999995343387126922607421875,RON,Offline,NU,NU,50720000-8,Servicii de reparare si de intretinere a incalzirii centrale (Rev.2)
7055,7055,163741,2015-10-20T10:43:08,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,180000,RON,Offline,NU,NU,16000000-5,Utilaje agricole (Rev.2)
7056,7056,163742,2015-10-20T10:43:41,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,39356.0699999999997089616954326629638671875,RON,Offline,NU,NU,34946121-4,Eclise de imbinare si placi de baza (Rev.2)
7057,7057,163744,2015-10-20T10:49:17,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,149880,RON,Offline,NU,NU,18222000-1,Haine de serviciu (Rev.2)
7058,7058,163753,2015-10-20T10:51:22,CURTEA DE CONTURI A ROMANIEI,4265922.0,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,231081.73999999999068677425384521484375,RON,Online,NU,NU,64212000-5,Servicii de telefonie mobila (Rev.2)
7059,7059,163746,2015-10-20T12:01:49,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,210348.07999999998719431459903717041015625,RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
7060,7060,163749,2015-10-20T12:04:07,HIDROELECTRICA SA,RO 13267213,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,800000,RON,Offline,NU,NU,71354300-7,Servicii de cadastru (Rev.2)
7061,7061,163754,2015-10-20T12:07:31,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,38037,RON,Offline,NU,NU,50532000-3,Servicii de reparare si de intretinere a masinilor si aparatelor electrice si a echipamentului conex (Rev.2)
7062,7062,163756,2015-10-20T12:08:44,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,369984.4500000000116415321826934814453125,RON,Offline,NU,NU,71335000-5,Studii tehnice (Rev.2)
7063,7063,163758,2015-10-20T12:12:20,C.N.POSTA ROMANA S.A.,RO 427410,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,720500,RON,Offline,NU,NU,79212100-4,Servicii de auditare financiara (Rev.2)
7064,7064,163762,2015-10-20T15:08:54,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,437153,RON,Offline,NU,NU,71322500-6,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2)
7065,7065,163767,2015-10-20T15:15:20,MUNICIPIUL ARAD,3519925.0,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,322580.650000000023283064365386962890625,RON,Offline,NU,NU,30125110-5,Toner pentru imprimantele laser/faxuri (Rev.2)
7066,7066,163768,2015-10-20T15:15:53,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,4857.7200000000002546585164964199066162109375,RON,Offline,NU,NU,34312700-4,Curele de transmisie din cauciuc (Rev.2)
7067,7067,163769,2015-10-20T15:16:20,Regia Autonoma de Transport Bucuresti,1589886.0,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,618800,RON,Offline,NU,NU,30233000-1,Dispozitive de stocare si citire (Rev.2)
7068,7068,163771,2015-10-20T15:38:26,"Universitatea de Medicina si Farmacie ""Carol Davila""",4192910.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,102699.60000000000582076609134674072265625,RON,Offline,NU,NU,30200000-1,Echipament si accesorii pentru computer (Rev.2)
7069,7069,163772,2015-10-20T15:39:02,Compania APA Brasov,R1096128,Brasov,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,133500,RON,Online,NU,NU,34100000-8,Autovehicule (Rev.2)
7070,7070,163773,2015-10-20T16:27:06,Unitatea Militara 0920 Bucuresti,25867378.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,535027,RON,Online,NU,NU,32427000-2,Sistem de retea (Rev.2)
7071,7071,163774,2015-10-20T16:27:39,"Universitatea de Medicina si Farmacie ""Carol Davila""",4192910.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,179823.51000000000931322574615478515625,RON,Offline,NU,NU,33793000-5,Sticlarie pentru laborator (Rev.2)
7072,7072,163775,2015-10-20T16:28:04,Universitatea din Bucuresti,4505502.0,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,50150,RON,Offline,NU,NU,33696300-8,Reactivi chimici (Rev.2)
